# PicoScope Waveform
# Sampling Rate (Hz),9708
# X Axis Min,1500.0
# X Axis Max,9500.0
# Y Axis Min,0.0
# Y Axis Max,3.31

Sample,Voltage (V)
1068,0.013699633699633697
1069,0.013699633699633697
1070,0.013699633699633697
1071,0.013699633699633697
1072,0.012893772893772894
1073,0.012893772893772894
1074,0.013699633699633697
1075,0.014505494505494505
1076,0.012893772893772894
1077,0.012893772893772894
1078,0.012087912087912088
1079,0.012893772893772894
1080,0.012893772893772894
1081,0.012087912087912088
1082,0.011282051282051281
1083,0.012087912087912088
1084,0.011282051282051281
1085,0.011282051282051281
1086,0.011282051282051281
1087,0.010476190476190476
1088,0.010476190476190476
1089,0.011282051282051281
1090,0.011282051282051281
1091,0.010476190476190476
1092,0.010476190476190476
1093,0.010476190476190476
1094,0.009670329670329669
1095,0.010476190476190476
1096,0.009670329670329669
1097,0.009670329670329669
1098,0.009670329670329669
1099,0.009670329670329669
1100,0.009670329670329669
1101,0.009670329670329669
1102,0.009670329670329669
1103,0.009670329670329669
1104,0.009670329670329669
1105,0.009670329670329669
1106,0.009670329670329669
1107,0.009670329670329669
1108,0.008864468864468863
1109,0.008864468864468863
1110,0.008864468864468863
1111,0.008864468864468863
1112,0.008864468864468863
1113,0.00805860805860806
1114,0.008864468864468863
1115,0.00805860805860806
1116,0.00805860805860806
1117,0.00805860805860806
1118,0.00805860805860806
1119,0.007252747252747252
1120,0.00805860805860806
1121,0.00805860805860806
1122,0.00805860805860806
1123,0.00805860805860806
1124,0.00805860805860806
1125,0.008864468864468863
1126,0.007252747252747252
1127,0.007252747252747252
1128,0.007252747252747252
1129,0.007252747252747252
1130,0.00805860805860806
1131,0.007252747252747252
1132,0.007252747252747252
1133,0.007252747252747252
1134,0.007252747252747252
1135,0.007252747252747252
1136,0.00805860805860806
1137,0.007252747252747252
1138,0.007252747252747252
1139,0.007252747252747252
1140,0.007252747252747252
1141,0.007252747252747252
1142,0.007252747252747252
1143,0.007252747252747252
1144,0.007252747252747252
1145,0.007252747252747252
1146,0.007252747252747252
1147,0.007252747252747252
1148,0.007252747252747252
1149,0.007252747252747252
1150,0.006446886446886447
1151,0.007252747252747252
1152,0.007252747252747252
1153,0.007252747252747252
1154,0.007252747252747252
1155,0.007252747252747252
1156,0.007252747252747252
1157,0.007252747252747252
1158,0.007252747252747252
1159,0.007252747252747252
1160,0.006446886446886447
1161,0.007252747252747252
1162,0.006446886446886447
1163,0.007252747252747252
1164,0.006446886446886447
1165,0.007252747252747252
1166,0.006446886446886447
1167,0.006446886446886447
1168,0.006446886446886447
1169,0.007252747252747252
1170,0.006446886446886447
1171,0.006446886446886447
1172,0.006446886446886447
1173,0.006446886446886447
1174,0.006446886446886447
1175,0.007252747252747252
1176,0.006446886446886447
1177,0.006446886446886447
1178,0.006446886446886447
1179,0.006446886446886447
1180,0.006446886446886447
1181,0.006446886446886447
1182,0.006446886446886447
1183,0.006446886446886447
1184,0.006446886446886447
1185,0.006446886446886447
1186,0.006446886446886447
1187,0.006446886446886447
1188,0.005641025641025641
1189,0.006446886446886447
1190,0.006446886446886447
1191,0.006446886446886447
1192,0.005641025641025641
1193,0.006446886446886447
1194,0.006446886446886447
1195,0.005641025641025641
1196,0.006446886446886447
1197,0.006446886446886447
1198,0.006446886446886447
1199,0.006446886446886447
1200,0.005641025641025641
1201,0.005641025641025641
1202,0.005641025641025641
1203,0.006446886446886447
1204,0.006446886446886447
1205,0.005641025641025641
1206,0.005641025641025641
1207,0.006446886446886447
1208,0.006446886446886447
1209,0.006446886446886447
1210,0.006446886446886447
1211,0.006446886446886447
1212,0.006446886446886447
1213,0.006446886446886447
1214,0.006446886446886447
1215,0.006446886446886447
1216,0.006446886446886447
1217,0.006446886446886447
1218,0.006446886446886447
1219,0.006446886446886447
1220,0.006446886446886447
